CustomerID,Days_Since_Last_Purchase,Total_Transactions,Total_Products_Purchased,Total_Spend
13803,255,1,6,12.600000000000001
13804,30,4,73,178.55
13807,367,1,12,19.799999999999997
13808,5,4,80,208.82
13810,28,2,30,52.14
13811,183,2,24,217.5
13812,64,2,17,56.99
13813,39,4,79,210.63
13814,92,2,148,281.8
13815,23,3,600,463.0
13816,23,3,9,23.35
13817,29,2,26,44.46
13819,319,1,140,83.4
13821,144,2,18,54.4
13822,40,1,27,54.19
13823,18,2,104,117.15
13824,32,2,54,154.5
13826,158,1,-1,-4.9
13827,57,3,10,35.94
13831,87,2,10,77.8
13833,159,1,4,27.8
13835,52,1,16,20.8
13838,5,4,13,44.29
13842,58,8,164,235.78
13844,11,1,54,100.14
13846,24,3,31,47.050000000000004
13848,297,2,1100,370.0
13849,51,2,61,130.05
13850,129,1,116,251.78
13851,95,3,76,225.90000000000003
13853,57,1,36,94.2
13854,88,9,227,690.3299999999999
13856,168,2,136,102.6
13860,1,4,136,151.88
13862,18,6,203,248.84
13863,247,1,6,17.700000000000003
13865,186,2,7,25.35
13867,31,3,26,75.5
13868,38,1,42,72.06
13869,123,4,187,263.44
13870,2,7,112,186.73000000000002
13871,22,12,293,663.9200000000001
13873,304,1,-2,-7.9
13874,358,1,5,37.75
13875,53,4,64,100.9
13876,63,1,18,53.8
13878,54,1,30,109.5
13880,21,8,150,293.88
13881,3,11,796,734.4
13882,2,3,112,95.2
13883,1,6,139,191.82999999999998
13884,7,3,30,92.5
13885,189,2,17,44.25
13886,71,1,12,19.799999999999997
13887,204,1,14,53.300000000000004
13888,218,1,3,21.25
13889,92,1,7,39.85
13890,1,9,105,209.59
13892,52,3,422,132.82
13893,297,1,44,143.4
13894,22,3,30,62.400000000000006
13895,21,4,37,110.01
13897,50,1,28,39.0
13898,325,1,14,27.2
13899,274,1,4,51.0
13900,192,2,61,72.95
13901,72,4,292,421.0
13904,37,2,73,48.54
13908,79,4,304,362.15000000000003
13911,149,6,294,278.42
13917,49,2,36,9.239999999999998
13918,49,2,42,62.7
13919,59,2,43,42.78
13923,53,1,12,9.48
13924,1,5,209,212.37
13925,92,3,29,68.35
13927,74,1,63,53.6
13928,106,1,6,17.700000000000003
13929,169,1,40,198.79999999999998
13930,136,1,24,13.200000000000001
13931,95,2,67,94.39
13933,148,1,3,14.850000000000001
13934,263,1,26,135.5
13936,179,1,76,61.32
13938,35,1,8,6.64
13939,108,1,30,32.94
13940,116,1,2,15.9
13941,21,2,336,277.91999999999996
13947,65,1,12,19.799999999999997
13949,2,6,406,296.74
13950,11,3,21,32.55
13951,176,2,170,109.5
13952,217,2,84,245.88
13953,7,1,12,25.200000000000003
13954,70,1,2,33.9
13955,154,1,5,12.350000000000001
13956,5,5,52,103.15
13959,79,2,22,48.870000000000005
13963,308,3,33,72.55
13969,7,15,295,503.71000000000004
13971,18,9,168,197.88
13972,201,1,6,15.299999999999999
13973,287,1,12,45.0
13975,31,4,117,172.21
13976,206,1,56,82.32
13978,45,1,102,78.84
13979,73,1,67,89.1
13980,60,1,4,10.2
13982,39,3,97,110.57
13983,39,5,69,151.37
13985,14,13,291,558.88
13988,19,6,112,234.56
13989,65,2,68,67.4
13990,213,1,24,10.08
13991,12,2,33,39.31
13992,30,1,32,40.0
13993,42,9,102,485.84999999999997
13994,39,3,32,137.58
13995,15,6,101,182.57
13999,10,10,172,225.88
14000,211,1,218,151.70000000000002
14001,232,1,38,124.9
14002,134,1,56,27.439999999999998
14004,43,6,126,368.7
14005,9,4,327,206.76
14006,115,2,30,49.5
14009,198,2,27,59.85
14012,277,1,8,23.6
14013,110,2,34,41.7
14014,77,1,96,52.92
14015,52,1,72,260.88
14016,161,4,260,476.03999999999996
14019,46,3,25,57.75
14020,16,2,74,93.56
14021,211,1,6,19.5
14022,225,1,102,95.22
14023,7,1,12,57.8
14024,124,1,1,12.75
14027,60,1,14,27.299999999999997
14029,63,2,46,120.5
14030,18,5,96,171.20999999999998
14031,21,13,1014,2921.33
14032,16,9,227,284.34
14034,22,2,44,63.71
14035,28,4,91,160.53
14036,284,1,9,35.550000000000004
14037,364,1,1,4.95
14038,78,3,124,181.6
14039,33,1,10,16.5
14040,61,10,226,429.26
14041,266,1,3,4.15
14044,26,4,32,77.45
14046,284,1,48,20.16
14047,8,3,72,125.52
14048,305,1,18,10.14
14049,16,6,465,661.04
14050,31,2,140,137.96
14051,0,12,259,1297.3
14052,19,1,4,18.0
14054,65,1,10,16.5
14056,1,24,415,842.07
14057,23,12,283,345.90999999999997
14059,266,1,12,23.4
14060,22,12,740,995.0600000000001
14062,9,3,70,140.1
14064,29,5,968,446.67999999999995
14066,266,1,6,15.299999999999999
14067,63,2,57,42.99
14068,320,1,13,38.95
14071,3,6,89,70.31
14075,4,2,52,94.6
14076,129,1,12,20.46
14077,78,2,25,34.150000000000006
14078,101,4,9,14.350000000000001
14081,302,2,77,88.61
14082,364,1,9,25.5
14083,4,6,94,98.28
14085,2,15,270,353.75
14087,2,1,7,7.83
14088,10,8,1345,5387.11
14090,324,1,72,76.32000000000001
14092,23,10,112,190.88
14093,12,1,59,25.34
14096,4,17,1426,5075.9
14098,36,1,4,10.6
14099,43,9,195,359.84999999999997
14100,137,1,13,54.75
14101,326,1,200,509.99999999999994
14102,11,4,30,42.4
14104,165,1,26,9.39
14105,239,1,70,133.04
14107,51,5,120,256.2
14108,30,1,10,19.5
14110,42,7,214,470.66
14111,14,3,102,266.1
14112,22,6,184,268.62
14113,78,1,48,20.16
14114,330,1,18,37.5
14116,19,4,51,129.78
14117,143,1,24,30.0
14121,3,5,198,366.31
14124,84,1,432,138.24
14125,10,3,204,280.55
14127,122,2,15,51.550000000000004
14128,60,2,68,75.38
14129,1,3,80,92.88
14130,319,1,13,28.47
14132,2,8,168,249.5
14133,129,3,27,63.14999999999999
14135,32,8,153,215.04
14138,1,2,64,110.16000000000001
14139,46,1,24,10.08
14140,3,2,106,71.98
14141,2,3,51,89.61
14142,373,1,6,20.1
14146,8,6,174,310.81
14149,212,2,39,35.51
14150,35,1,48,18.72
14152,234,1,40,38.0
14154,239,2,8,109.6
14155,266,1,3,17.85
14156,9,42,4804,10776.82
14157,19,2,63,61.010000000000005
14158,40,1,93,98.53999999999999
14159,19,13,422,480.15
14161,215,3,23,73.6
14162,173,2,6,8.0
14163,87,4,191,591.25
14164,80,1,120,219.12
14167,39,2,9,28.68
14171,98,1,14,37.4
14173,10,1,7,13.55
14174,33,1,3,15.73
14175,59,3,117,331.43
14176,297,2,28,70.8
14177,95,2,19,109.15
14178,8,7,80,86.45
14179,40,2,27,65.59
14180,10,14,51,440.45
14188,30,5,121,132.75
14189,29,13,203,329.81
14191,1,12,258,351.46
14193,67,2,10,41.9
14194,4,20,512,937.52
14195,201,1,12,91.80000000000001
14198,145,2,16,42.8
14201,60,2,16,34.2
14204,2,1,3,12.850000000000001
14205,16,3,0,31.199999999999996
14206,239,1,24,33.599999999999994
14208,94,1,6,22.5
14209,10,4,66,249.7
14210,105,5,104,181.16
14211,53,7,89,164.15
14214,30,3,77,125.15
14215,11,5,174,197.72
14216,3,4,92,229.8
14217,24,9,51,217.81
14218,42,1,10,12.5
14219,4,1,4,15.0
14221,42,6,111,203.44
14222,177,1,24,10.08
14223,92,3,46,132.3
14224,145,3,25,83.14999999999999
14226,70,2,72,92.39999999999999
14227,196,3,69,167.35
14229,333,1,12,15.0
14231,288,1,6,17.700000000000003
14232,31,5,121,184.05
14233,49,1,24,20.4
14234,22,4,82,80.85
14235,75,3,159,268.85
14236,80,1,72,27.119999999999997
14237,373,1,1,12.75
14238,326,1,12,15.0
14239,71,5,80,201.8
14240,30,1,24,91.19999999999999
14243,8,12,243,432.43
14245,176,3,80,147.02
14246,110,3,30,117.2
14247,278,1,8,27.8
14248,318,1,36,219.0
14250,7,3,74,168.62
14251,1,3,138,244.62
14256,254,3,68,67.44
14257,64,4,143,286.01
14258,9,5,750,1523.26
14261,78,1,50,135.9
14262,29,5,123,187.0
14264,245,1,8,47.6
14265,109,2,26,25.45
14267,150,3,16,36.6
14270,331,1,8,37.6
14271,225,1,12,5.04
14272,73,2,89,71.42999999999999
14273,136,2,25,52.1
14276,88,4,41,52.05
14277,15,3,90,308.5
14280,196,1,6,15.299999999999999
14282,8,7,178,348.5
14284,30,2,24,128.8
14285,37,2,56,277.2
14286,23,4,453,437.67
14288,213,1,68,107.39999999999999
14289,199,3,14,74.1
14290,11,4,32,93.75999999999999
14291,1,9,254,516.25
14292,86,5,25,110.65
14293,3,4,68,111.84
14295,40,1,12,15.0
14297,17,2,52,85.08
14298,30,32,5902,4845.78
14299,21,6,158,212.14
14301,117,1,72,76.32000000000001
14304,222,2,15,31.65
14305,71,2,107,165.57
14306,51,2,27,98.69999999999999
14307,88,5,275,346.63
14309,8,4,122,202.5
14311,242,1,24,73.6
14312,46,4,97,145.91
14315,21,5,77,193.53
14317,64,1,22,26.7
14320,322,2,0,2.879999999999999
14321,10,5,340,155.7
14323,233,2,6,37.300000000000004
14329,17,7,242,454.16
14331,135,1,5,34.85
14332,66,1,2,1.9
14333,67,1,9,62.5
14334,16,6,206,261.34
14335,16,2,12,48.55
14336,16,3,57,102.45000000000002
14338,196,1,27,64.65
14339,242,1,4,19.8
14341,45,6,104,167.11
14342,21,4,139,176.44
14345,38,1,12,4.68
14346,120,2,85,144.39000000000001
14348,260,1,3,17.85
14349,10,1,6,16.85
14350,274,1,36,24.839999999999996
14352,157,4,84,149.88000000000002
14353,215,1,6,3.9000000000000004
14355,365,1,12,10.2
14356,73,3,39,183.11
14357,43,1,12,21.990000000000002
14359,36,3,49,90.11
14360,31,3,111,192.12
14362,22,1,18,18.54
14364,134,5,267,462.05
14367,8,14,376,738.6700000000001
14368,319,1,2,19.9
14375,185,1,10,19.580000000000002
14377,191,1,1,35.95
14379,44,2,13,40.65
14381,52,1,6,6.8
14382,26,1,134,49.7
14383,64,2,38,121.8
14387,32,3,77,185.03
14388,10,7,192,326.12
14389,8,4,159,150.89
14390,10,8,142,288.89
14395,2,9,151,354.18
14396,65,2,23,61.73
14397,5,8,323,418.93
14400,141,2,6,-2.5
14401,4,8,324,264.12
14404,33,4,42,94.8
14406,119,1,2,11.9
14407,133,3,54,127.78
14408,130,2,148,157.52
14409,71,3,114,249.00000000000003
14410,15,10,43,20.669999999999995
14411,310,1,4,59.8
14412,42,2,64,54.559999999999995
14413,362,1,1,4.95
14414,91,6,138,124.82
14415,1,14,315,646.66
14416,42,1,26,39.019999999999996
14418,3,3,236,241.56
14419,10,5,53,122.51
14420,99,1,26,45.56
14421,57,1,24,30.0
14422,0,5,214,331.92
14426,18,8,189,260.96000000000004
14427,63,1,86,138.46
14428,36,2,22,92.43
14431,302,1,8,43.2
14432,26,4,140,175.23
14436,98,1,24,6.959999999999999
14437,365,1,12,17.4
14440,42,4,84,252.01999999999998
14441,0,4,31,125.1
14442,204,2,45,272.75
14443,53,3,55,76.76
14446,0,4,49,65.72
14447,18,4,48,126.4
14448,9,2,21,60.70000000000001
14449,18,4,99,138.87
14450,243,1,2,9.9
14451,60,2,56,77.32
14452,10,2,9,25.37
14453,190,1,16,39.6
14456,5,9,295,295.24
14457,310,1,24,30.0
14459,155,1,130,378.86
14460,110,3,97,80.58
14461,148,3,69,185.94
14462,66,6,66,142.35
14463,170,2,73,91.32000000000001
14465,246,3,35,49.22
14466,29,4,83,232.15
14467,17,3,31,68.25
14470,11,2,9,80.55
14472,103,7,69,132.94
14474,46,1,30,107.53999999999999
14475,71,3,54,120.6
14476,257,1,2,5.9
14477,50,1,20,41.6
14479,253,1,12,23.4
14480,11,1,2,12.5
14481,164,1,60,60.599999999999994
14482,18,6,162,186.53
14483,281,1,3,8.850000000000001
14484,50,1,48,20.16
14485,38,1,4,8.0
14487,26,6,78,153.26
14488,67,1,28,69.16
14489,207,1,40,58.6
14491,175,1,17,53.55
14493,7,6,137,255.35
14496,373,1,36,122.04
14497,309,1,38,96.3
14498,42,5,187,248.77
14499,26,3,48,93.05
14502,19,10,133,197.39
14503,3,5,160,201.18
14504,243,2,13,23.37
14505,17,8,265,635.59
14506,17,5,60,140.77
14507,101,4,33,59.68
14508,22,2,23,42.92
14511,11,4,92,180.68
14512,232,1,8,32.8
14513,206,2,23,34.95
14514,61,3,18,43.3
14515,17,6,156,251.37
14517,141,1,18,47.1
14518,64,1,97,19.490000000000002
14520,1,1,4,33.0
14522,198,1,1,1.25
14523,108,1,12,15.0
14524,31,8,95,297.0
14525,19,7,209,355.67
14527,2,44,200,687.53
14528,37,1,15,4.35
14529,60,3,28,53.09
14530,25,6,72,175.04
14532,236,4,68,181.51
14533,24,8,290,289.76
14534,2,20,95,242.67
14535,60,3,190,254.27
14536,259,1,4,15.0
14537,57,1,24,85.68
14538,64,1,6,14.940000000000001
14539,15,1,84,108.84
14540,9,3,25,75.45
14541,168,6,81,207.85
14543,30,7,69,385.9
14544,24,2,130,208.5
14546,5,7,153,293.4
14547,3,8,165,299.06
14549,311,1,1,12.75
14550,10,2,22,35.5
14551,204,1,16,12.64
14552,151,1,10,22.1
14553,19,4,45,65.14
14554,10,4,94,172.03
14555,302,1,16,20.8
14560,7,9,197,384.71
14561,75,3,112,122.16
14562,3,18,121,339.49
14565,95,5,250,360.28
14567,56,1,24,90.0
14569,1,1,1,2.95
14570,280,2,2,6.45
14572,40,6,120,298.93
14573,179,7,53,141.73
14577,12,4,57,121.91
14581,16,1,5,4.25
14583,5,5,99,103.42
14584,169,4,36,82.62
14585,50,1,1,2.1
14586,276,1,24,13.200000000000001
14587,184,8,71,156.39000000000001
14589,371,1,1,7.95
14591,15,4,81,150.59
14592,35,3,32,49.980000000000004
14593,21,3,22,37.91
14594,7,2,21,34.95
14595,56,2,72,161.5
14597,11,1,65,97.64999999999999
14598,44,1,29,15.209999999999999
14600,305,1,5,27.95
14603,274,1,200,509.99999999999994
14606,1,86,426,1183.49
14607,46,4,448,574.0
14608,4,1,9,44.550000000000004
14609,177,1,720,151.2
14618,10,1,22,57.60000000000001
14619,245,1,12,10.2
14621,1,5,88,252.98000000000002
14622,184,1,10,20.8
14623,32,4,15,42.2
14625,196,2,12,51.4
14626,23,3,56,299.79999999999995
14628,242,1,24,10.08
14629,4,3,19,32.449999999999996
14631,50,3,68,61.64
14632,262,1,8,6.8
14633,266,1,4,39.8
14636,36,2,10,37.5
14638,50,1,10,28.900000000000002
14639,52,6,117,319.55
14640,15,6,37,123.85
14644,67,2,42,51.9
14646,2,54,19972,31560.36
14649,4,3,26,76.51
14651,67,2,22,76.05
14652,77,1,8,27.55
14653,1,6,104,168.68
14655,3,2,39,47.92
14656,169,2,18,31.71
14657,17,4,45,49.85
14658,5,2,4,29.099999999999998
14659,8,7,120,268.22
14660,100,1,8,12.0
14661,26,1,6,66.9
14662,28,3,21,41.26
14664,19,2,46,57.83
14665,60,6,53,105.53
14666,24,1,29,23.549999999999997
14667,10,23,562,1120.95
14669,241,3,37,70.05
14670,280,2,32,43.18
14672,234,2,32,83.19999999999999
14673,3,4,126,172.20000000000002
14675,16,1,69,125.5
14676,31,5,432,300.24
14680,25,17,1334,2790.08
14681,211,1,1,12.5
14684,25,5,102,125.23
14687,106,1,24,39.599999999999994
14688,7,17,286,391.59999999999997
14690,44,3,24,37.2
14691,30,4,88,102.07999999999998
14692,137,4,8,25.299999999999997
14693,264,1,7,10.15
14696,4,8,168,202.52
14697,218,1,1,4.95
14698,1,4,54,91.62
14699,214,1,3,17.85
14700,32,3,48,106.0
14701,10,8,81,174.51
14702,1,12,81,282.55
14703,14,1,12,37.2
14704,19,7,103,184.8
14708,2,1,12,5.04
14709,71,8,168,291.0
14710,14,4,35,69.86
14711,24,10,74,221.59
14712,29,2,25,105.25
14713,9,11,114,279.66
14714,24,1,4,21.599999999999998
14715,24,4,70,111.95
14716,43,2,12,20.24
14719,1,5,85,170.57
14720,89,2,29,48.83
14722,147,1,3,9.65
14723,10,5,69,97.44
14725,24,1,6,26.95
14727,274,1,12,15.0
14729,373,1,7,17.25
14730,1,8,92,181.38
14731,47,1,2,2.5
14732,8,7,128,182.02
14733,141,9,313,800.39
14735,3,13,182,363.14
14737,353,1,30,110.0
14738,64,4,34,86.74000000000001
14739,4,6,194,383.34
14740,197,3,82,148.29999999999998
14741,54,4,210,191.1
14744,291,3,100,137.05
14745,112,4,95,128.85
14747,249,1,5,14.75
14748,123,3,220,136.16
14752,43,1,72,51.839999999999996
14753,87,1,44,95.5
14754,44,2,38,56.5
14755,9,10,184,358.8
14756,15,1,2,33.3
14757,75,1,16,46.8
14758,144,3,34,108.5
14759,4,3,41,154.55
14761,58,2,18,60.9
14762,263,1,10,16.5
14765,176,1,4,31.6
14766,8,5,157,281.57
14768,127,1,22,68.1
14769,2,7,597,917.21
14770,232,2,64,99.44
14772,112,1,12,15.0
14775,58,3,120,63.839999999999996
14776,51,7,94,115.19999999999999
14777,4,1,-1,-2.95
14779,323,1,5,77.55
14780,79,1,24,13.200000000000001
14782,319,1,72,90.0
14784,323,1,24,40.56
14788,7,2,76,144.98999999999998
14790,28,3,58,32.74
14793,21,1,4,17.0
14794,2,5,36,69.24
14795,166,1,3,23.85
14796,1,20,673,860.0
14798,144,2,26,19.22
14799,51,1,73,25.07
14800,47,10,212,262.42
14801,61,1,8,18.03
14803,162,2,51,131.25
14804,8,1,29,99.15
14805,15,4,14,95.4
14808,39,7,259,205.18
14810,40,7,108,192.47
14813,369,1,14,26.45
14815,67,1,52,50.04
14817,200,2,73,123.2
14818,73,2,69,102.85000000000001
14820,21,2,22,36.64
14823,180,3,15,45.4
14824,10,2,51,138.45
14825,3,8,94,198.1
14828,196,2,906,558.94
14829,29,3,46,73.14
14830,53,1,64,47.91
14834,17,5,77,109.31
14837,89,5,168,164.14
14841,53,6,177,299.75
14842,43,3,152,321.34000000000003
14844,63,4,233,254.62
14847,148,1,18,53.1
14849,21,18,661,781.44
14850,311,1,59,73.4
14851,23,2,44,75.0
14852,58,6,177,299.85
14853,24,1,12,36.4
14854,78,5,205,231.19
14855,119,2,76,149.0
14856,36,2,71,110.31
14857,148,1,6,30.5
14859,80,2,41,111.25
14860,19,1,24,15.600000000000001
14862,25,2,46,54.7
14863,29,1,24,34.8
14866,10,6,443,1223.8400000000001
14867,218,2,30,57.78
14868,3,5,96,203.9
14869,8,2,12,49.1
14870,261,1,14,64.5
14871,3,3,11,22.73
14873,210,1,10,81.5
14875,107,1,121,195.35
14878,36,7,96,146.7
14880,77,3,26,36.54
14881,19,1,84,37.32
14882,26,1,12,83.4
14883,73,2,34,25.36
14885,131,1,24,61.199999999999996
14886,252,1,36,54.599999999999994
14887,79,1,200,358.0
14888,207,1,16,28.0
14890,253,1,5,19.75
14891,148,2,26,46.5
14893,9,2,88,119.38
14894,85,1,12,15.0
14895,7,11,427,971.03
14896,365,1,19,42.6
14897,7,2,16,49.0
14898,23,4,43,105.64
14901,11,8,65,251.4
14902,25,1,12,37.3
14903,21,6,174,260.31
14904,2,2,202,75.06
14905,233,1,3,14.850000000000001
14907,3,6,230,440.8
14910,25,2,-12,-19.98
14911,1,167,7698,12813.95
14912,16,2,172,199.07999999999998
14913,183,2,40,53.519999999999996
14915,85,3,19,28.450000000000003
14916,70,3,104,96.2
14918,115,2,106,184.86
14920,212,2,58,103.3
14921,30,2,60,55.08
14923,50,1,16,45.599999999999994
14929,32,1,24,30.0
14930,108,2,184,249.44
14931,4,2,20,118.8
14932,365,1,12,30.599999999999998
14934,81,2,54,121.5
14935,297,1,60,111.0
14936,33,6,296,680.07
14937,56,3,124,384.20000000000005
14944,29,8,273,562.21
14946,14,1,6,34.5
14947,130,1,3,17.85
14948,23,5,35,75.19
14950,19,1,24,6.959999999999999
14951,79,1,16,9.44
14952,59,8,345,702.69
14953,25,1,23,47.95
14954,12,1,13,43.47
14957,253,1,2,3.9
14958,147,3,17,60.35
14959,59,4,41,44.769999999999996
14960,8,1,19,14.19
14961,10,9,277,601.03
14962,270,1,2,15.9
14963,9,5,140,128.6
14964,247,1,3,2.55
14965,96,1,65,78.1
14966,14,1,12,13.66
14967,49,1,24,30.0
14968,30,1,23,28.900000000000002
14970,137,1,20,135.0
14971,35,2,100,124.48
14972,128,1,2,20.7
14973,134,1,17,51.95
14974,37,1,5,16.14
14975,57,1,36,14.040000000000001
14976,57,4,23,121.0
14978,72,5,56,136.8
14984,19,2,6,22.1
14985,198,2,39,36.839999999999996
14987,15,1,32,81.6
14988,211,1,2,2.1
14995,38,2,8,26.0
14997,88,1,24,18.96
14998,170,2,65,36.65
15000,47,1,21,58.21
15002,115,4,70,199.54000000000002
15004,147,1,38,62.28
15005,15,30,343,586.08
15006,51,1,29,22.86
15007,159,1,2,4.16
15009,12,3,60,97.11
15012,53,2,28,52.86
15014,43,1,1,0.85
15016,172,1,3,23.85
15018,38,1,2,15.9
15019,266,1,7,20.65
15021,8,9,65,165.55
15022,11,3,42,58.010000000000005
15023,3,9,186,548.99
15024,9,7,96,173.62
15025,33,1,16,31.96
15026,277,1,8,39.8
15027,219,1,72,90.0
15028,8,3,71,120.39
15031,4,4,27,57.12
15032,366,1,21,37.05
15033,4,10,98,144.22
15034,15,7,320,509.52
15035,89,1,23,54.330000000000005
15036,72,2,19,31.61
15038,43,6,19,45.089999999999996
15039,9,43,537,1399.32
15041,170,1,6,5.84
15043,31,1,100,179.0
15044,19,12,193,699.29
15045,151,1,24,26.88
15046,9,8,156,292.13
15047,269,1,14,26.9
15048,65,4,13,29.330000000000002
15049,273,1,2,1.7
15050,25,2,70,110.02
15051,23,3,83,87.16
15052,319,1,25,29.13
15053,4,2,37,41.589999999999996
15054,12,2,13,19.34
15057,315,1,133,189.0
15058,25,10,59,162.39
15059,40,7,46,104.7
15060,8,3,21,16.06
15061,3,22,2373,4695.62
15062,217,3,68,97.28
15065,37,4,150,277.82
15066,31,1,-1,-8.25
15067,78,3,158,155.84
15068,46,2,62,27.259999999999998
15069,179,1,39,97.1
15071,93,2,34,134.70000000000002
15073,9,2,-11,12.150000000000002
15074,105,1,46,73.8
15075,77,1,20,78.2
15076,172,1,90,128.7
15078,7,17,452,897.34
15079,212,3,32,87.6
15081,22,4,39,102.55
15087,281,1,12,35.400000000000006
15088,21,3,118,240.27
15089,44,4,88,195.63
15090,308,1,24,49.8
15091,67,1,22,25.84
15093,18,6,285,471.03999999999996
15095,103,2,24,60.0
15096,42,1,42,79.5
15097,4,1,18,22.260000000000005
15098,182,1,-60,-297.0
15100,330,1,-3,-32.849999999999994
15103,86,1,31,122.8
15104,196,2,16,37.94
15105,18,3,122,158.46
15106,17,4,129,165.9
15107,359,2,30,-20.400000000000002
15108,141,4,90,161.0
15109,245,1,3,17.85
15110,44,3,7,21.5
15111,29,3,119,217.8
15113,9,2,114,278.7
15114,30,10,335,246.76
15115,18,1,4,34.0
15116,57,2,102,386.82000000000005
15117,50,3,40,58.0
15119,245,1,3,17.85
15121,50,2,19,54.099999999999994
15122,114,3,81,165.3
15123,7,2,102,207.26
15125,113,7,496,669.2
15127,65,1,24,40.2
15128,126,4,141,140.63
15129,50,6,89,168.09
15130,169,1,6,17.700000000000003
15132,105,3,60,97.6
15133,127,3,194,179.51999999999998
15134,14,3,71,111.05
15135,239,1,3,17.85
15136,2,3,140,175.9
15139,239,2,54,26.820000000000004
15140,79,3,108,114.72
15142,46,1,2,16.5
15143,225,1,24,39.599999999999994
15144,8,12,262,666.18
15145,4,3,46,88.84
15146,164,3,136,90.64
15147,218,2,25,15.349999999999998
15148,10,1,42,43.980000000000004
15149,133,1,6,17.700000000000003
15150,17,9,265,426.90999999999997
15152,9,13,225,328.95
15153,31,1,12,15.0
15154,75,1,8,22.14
15156,1,3,69,182.35
15157,3,3,112,91.52
15158,45,1,24,50.400000000000006
15159,4,22,884,1402.3
15160,357,1,12,25.200000000000003
15163,18,2,41,22.65
15164,68,3,49,137.15
15165,373,1,2,15.9
15167,320,1,9,21.35
15172,8,3,97,53.1
15174,322,1,12,35.4
15175,71,1,60,32.76
15179,18,3,265,178.04999999999998
15182,154,2,20,70.2
15184,29,2,9,13.15
15185,70,1,156,39.24
15186,14,2,30,79.7
15187,1,7,238,795.4
15189,3,17,739,1729.8500000000001
15192,119,3,34,84.9
15194,3,15,621,960.61
15197,252,1,25,10.5
15198,124,1,24,30.0
15199,59,1,50,127.49999999999999
15201,78,4,45,10.169999999999995
15203,25,5,162,205.56
15205,85,2,24,90.0
15206,99,1,24,61.199999999999996
15208,31,4,30,97.02
15210,225,1,49,49.870000000000005
15211,60,2,26,64.7
15212,241,1,6,15.299999999999999
15213,329,1,25,49.5
15214,1,5,42,74.18
15215,44,2,5,21.950000000000003
15218,10,6,159,293.97
15219,176,1,2,25.5
15220,51,4,33,59.790000000000006
15223,249,1,-24,-112.4
15224,358,1,12,17.88
15225,234,1,12,25.200000000000003
15227,36,5,88,177.8
15228,66,3,186,379.82
15230,240,1,35,27.0
15232,113,1,24,13.200000000000001
15235,217,7,85,139.55
15236,298,1,25,10.5
15237,78,2,113,134.14
15238,29,3,125,94.26
15239,78,1,40,69.0
15240,84,5,121,174.4
15241,66,5,151,117.32000000000001
15243,74,1,9,32.550000000000004
15244,65,2,20,43.38
15245,134,3,86,121.26
15246,358,1,10,19.5
15249,31,13,338,718.56
15251,91,5,308,848.7
15252,36,2,77,120.7
15253,16,3,110,81.6
15254,127,1,15,29.85
15255,66,1,19,44.85
15257,283,1,4,203.25
15258,168,2,9,47.650000000000006
15260,142,4,65,163.79000000000002
15261,135,1,24,4.5600000000000005
15263,106,1,18,51.4
15264,64,1,95,110.58
15265,235,1,14,31.5
15266,338,1,4,39.8
15270,238,2,22,36.3
15271,7,11,161,305.43
15272,57,2,19,54.71
15274,4,2,24,9.36
15275,37,1,107,74.09
15276,66,1,7,5.07
15279,354,1,30,63.9
15280,172,1,24,13.200000000000001
15281,58,7,120,276.48
15287,70,1,12,48.300000000000004
15288,43,5,83,280.21
15289,29,2,60,32.04
